[0.0, -3.2908272038839361]
[34.800000000000225, -0.32941602077863696]
[34.900000000000226, -0.79456442125959292]
[35.20000000000023, -0.83492436924054914]
[35.500000000000234, -0.27997508450182795]
[35.600000000000236, 0.097390429120364816]
[35.70000000000024, -0.31327204158616268]
[35.80000000000024, -0.55543172947212927]
[35.90000000000024, -0.0035094408320256623]
[36.10000000000024, -0.42930689203152644]
[36.200000000000244, -0.070103355000695144]
[36.40000000000025, -0.37078496745909412]
